Date/Time Opened,Date/Time Closed,break_deduction,deductions_or_benefits,final_paycheck,leave_or_vacation_pay,minimum_wage,misclassification,overtime,payroll_records,regular_wages_unpaid,retaliation,tips,training_or_off_clock,Unclear,issue_count,cross_ordinance,employ_cannot_pay,employer_unreachable,evidence_mentioned,joint_employer_or_intermediary,long_or_repeated_period,multiple_workers,description_quality
2026-02-04 9:46:00,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
2026-02-04 15:46:00,2026-07-14 12:18:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2026-02-05 8:46:00,2026-04-13 12:02:00,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,3
2026-02-05 8:33:00,2026-03-06 12:18:00,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2
2026-02-06 9:16:00,,0,0,0,1,0,0,1,1,1,0,0,0,0,4,1,0,1,1,0,1,1,3
2026-02-06 10:45:00,2026-02-06 10:47:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3
2026-02-06 16:00:00,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
2026-02-08 8:37:00,2026-03-16 8:50:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-02-08 19:58:00,2026-03-16 8:51:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-02-09 9:28:00,,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,1,3
2026-02-09 12:06:00,2026-03-09 15:54:00,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2
2026-02-10 13:50:00,2026-03-19 13:20:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-02-12 22:27:00,2026-03-16 8:53:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-02-13 9:49:00,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3
2026-02-16 6:35:00,,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,0,0,1,0,0,1,2
2026-02-17 12:00:00,2026-02-19 8:37:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2
2026-02-17 11:34:00,2026-03-31 8:52:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3
2026-02-17 11:51:00,2026-04-24 11:29:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3
2026-02-19 9:00:00,2026-04-03 11:33:00,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2
2026-02-19 9:58:00,,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,1,0,3
2026-02-21 13:40:00,2026-03-23 15:04:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-23 9:47:00,2026-04-24 9:48:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-24 9:19:00,2026-03-31 8:54:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2026-02-25 12:11:00,2026-04-01 9:05:00,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2026-02-25 14:39:00,2026-04-09 9:16:00,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,0,0,1,0,1,1,3
2026-02-27 11:51:00,2026-03-13 9:27:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2
2026-02-27 11:46:00,2026-03-31 8:54:00,0,0,0,0,1,0,0,1,0,0,1,0,0,3,1,0,0,1,0,0,0,3
2026-03-02 11:18:00,2026-04-20 15:24:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-03-03 10:00:00,2026-03-10 15:43:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,3
2026-03-04 11:24:00,2026-03-19 10:53:00,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,2
2026-03-04 18:23:00,2026-03-31 8:55:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2
2026-03-05 0:21:00,2026-04-10 11:33:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-03-05 11:27:00,,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,1,0,0,0,3
2026-03-05 12:36:00,,1,0,1,1,0,0,0,1,1,1,0,0,0,6,1,0,0,1,0,1,0,3
2026-03-05 11:34:00,,1,0,0,0,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0,1,1,3
2026-03-05 15:45:00,2026-03-31 8:56:00,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,1,0,2
2026-03-08 18:35:00,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2026-03-09 10:05:00,2026-03-23 11:32:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2026-03-09 9:45:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2
2026-03-10 9:05:00,2026-04-10 11:21:00,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,3
2026-03-11 8:54:00,2026-04-09 10:54:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,3
2026-03-11 15:23:00,2026-07-01 11:03:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-03-12 12:46:00,2026-04-28 15:34:00,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,1,1,3
2026-03-13 8:21:00,2026-05-08 11:43:00,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,2
2026-03-16 9:10:00,2026-07-01 16:26:00,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,2
2026-03-16 9:27:00,2026-07-09 16:22:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2026-03-16 13:24:00,2026-04-10 10:59:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
2026-03-17 14:26:00,2026-03-18 14:22:00,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2
2026-03-17 14:36:00,,0,0,1,0,1,0,0,1,0,0,1,0,0,4,0,0,1,1,0,0,1,3
2026-03-18 9:07:00,2026-03-18 9:09:00,0,0,0,0,0,0,0,1,1,1,1,0,0,4,1,0,0,1,0,1,1,3
2026-03-18 9:24:00,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,3
2026-03-18 16:03:00,2026-04-27 12:22:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-03-19 15:50:00,2026-04-27 11:25:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-03-22 12:24:00,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-03-23 8:45:00,2026-03-23 8:48:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2026-03-24 9:20:00,,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3
2026-03-24 15:49:00,2026-03-24 15:51:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2026-03-25 8:45:00,,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,3
2026-03-25 12:05:00,2026-05-21 9:50:00,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2026-03-25 16:23:00,,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,1,0,1,0,3
2026-03-26 11:00:00,2026-04-27 11:27:00,0,0,0,1,0,0,0,1,1,0,0,0,0,3,1,0,0,1,0,1,1,3
2026-03-26 16:06:00,2026-03-27 10:14:00,0,0,0,1,0,1,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,3
2026-03-30 14:13:00,2026-05-01 11:52:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2026-03-31 13:05:00,2026-05-01 11:50:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
2026-04-05 13:56:00,2026-05-08 11:46:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
2026-04-06 2:28:00,,0,0,0,1,1,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,1,3
2026-04-06 13:09:00,,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,3
2026-04-06 13:24:00,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
2026-04-07 9:19:00,2026-04-07 9:21:00,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,1,0,1,0,2
2026-04-12 6:37:00,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-04-13 9:21:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
2026-04-13 9:51:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3
2026-04-13 15:42:00,2026-05-27 15:37:00,0,1,0,0,0,0,0,1,1,0,1,0,0,4,0,0,0,1,0,0,1,3
2026-04-14 12:50:00,2026-04-16 13:46:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2026-04-17 12:00:00,2026-04-28 8:54:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
2026-04-18 11:14:00,2026-05-22 11:37:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-04-20 9:00:00,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2026-04-20 15:18:00,2026-06-05 15:39:00,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,3
2026-04-21 17:01:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2
2026-04-22 2:32:00,2026-05-22 11:39:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-04-22 10:59:00,2026-06-29 16:09:00,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,3
2026-04-22 11:04:00,2026-06-29 16:11:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
2026-04-23 8:06:00,2026-05-05 11:32:00,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,2
2026-04-23 8:41:00,,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,3
2026-04-23 9:15:00,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
2026-04-23 9:29:00,2026-06-05 16:25:00,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2
2026-04-23 14:50:00,2026-06-01 10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-04-24 9:16:00,2026-05-28 10:08:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-04-24 10:28:00,2026-04-24 10:30:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
2026-04-24 12:50:00,2026-06-04 12:29:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-04-27 9:29:00,2026-06-11 10:37:00,0,1,0,1,0,0,1,1,1,0,0,1,1,6,1,0,0,1,0,1,1,3
2026-04-27 11:43:00,2026-06-29 16:07:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-04-28 12:15:00,2026-06-01 10:32:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2026-04-29 13:57:00,2026-04-30 11:04:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2026-04-30 11:08:00,2026-06-12 12:22:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2
2026-05-01 9:10:00,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3
2026-05-02 21:50:00,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2026-05-04 16:00:00,2026-06-12 12:28:00,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2026-05-04 19:31:00,2026-06-12 12:30:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-05-05 23:13:00,2026-06-12 12:35:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-05-11 9:39:00,2026-06-05 16:23:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-05-11 11:59:00,2026-05-11 12:11:00,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
2026-05-11 12:54:00,2026-06-03 13:33:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-05-12 12:29:00,2026-06-11 12:21:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3
2026-05-13 13:26:00,2026-06-24 9:59:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-05-14 13:33:00,2026-06-24 10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-05-15 9:26:00,2026-06-05 16:22:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,3
2026-05-17 10:36:00,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-05-19 9:04:00,,0,0,1,0,0,0,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,3
2026-05-20 15:22:00,2026-05-20 15:26:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2026-05-21 9:48:00,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2026-05-21 14:53:00,,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,3
2026-05-22 13:48:00,2026-05-22 13:50:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2
2026-05-23 8:38:00,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-05-25 7:18:00,2026-05-26 9:52:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-05-26 9:49:00,,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,1,1,0,0,0,3
2026-05-26 9:57:00,2026-06-05 11:57:00,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,3
2026-05-26 11:56:00,2026-06-22 10:21:00,0,0,1,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,1,3
2026-05-26 15:43:00,2026-06-26 11:47:00,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2026-05-27 10:02:00,2026-07-02 11:28:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-05-27 15:11:00,2026-06-29 16:13:00,0,1,0,0,0,0,0,0,1,1,1,0,0,4,0,0,0,1,0,1,0,3
2026-05-28 8:38:00,,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,2
2026-05-28 15:56:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2
2026-05-28 22:26:00,2026-07-02 11:36:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-05-29 12:03:00,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,2
2026-06-01 8:39:00,,0,0,0,1,0,0,0,1,1,0,0,0,0,3,1,0,0,1,0,1,1,3
2026-06-01 8:47:00,2026-06-01 9:14:00,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,3
2026-06-01 22:53:00,2026-07-02 11:40:00,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1
2026-06-02 9:05:00,,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,3
2026-06-02 10:19:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2026-06-04 17:55:00,2026-07-10 11:17:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2
2026-06-05 8:43:00,,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,3
2026-06-05 10:14:00,,0,0,0,0,0,0,1,1,1,0,0,1,0,4,0,0,1,0,0,1,1,3
2026-06-05 14:52:00,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-06-08 14:57:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,3
2026-06-10 12:33:00,2026-06-24 10:11:00,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2026-06-10 15:02:00,2026-06-24 10:08:00,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2026-06-11 10:05:00,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3
2026-06-12 8:53:00,,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,1,3
2026-06-12 11:29:00,,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,1,0,2
2026-06-15 17:04:00,2026-07-17 11:31:00,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,2
2026-06-16 4:33:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2026-06-16 22:02:00,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2026-06-17 10:34:00,2026-06-17 10:37:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2026-06-18 9:22:00,,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,1,3
2026-06-18 9:16:00,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
2026-06-18 13:43:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2026-06-22 11:20:00,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-06-22 14:31:00,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-06-23 13:06:00,,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2
2026-06-23 12:35:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3
2026-06-23 15:22:00,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3
2026-06-24 1:03:00,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-06-24 14:38:00,,0,0,0,0,0,0,0,1,1,1,1,0,0,4,1,0,0,1,0,1,1,3
2026-06-24 15:44:00,2026-06-24 16:03:00,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,2
2026-06-24 15:41:00,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-06-25 9:01:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3
2026-06-25 9:09:00,,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,2
2026-06-25 10:58:00,2026-06-25 11:00:00,0,1,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,3
2026-06-26 15:09:00,,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,2
2026-06-26 16:14:00,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3
2026-06-29 9:30:00,,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,2
2026-06-29 11:22:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
2026-06-29 13:52:00,2026-06-30 14:25:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2026-06-30 8:32:00,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-06-30 12:06:00,,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,2
2026-06-30 12:13:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,2
2026-06-30 15:48:00,,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,2
2026-07-01 8:59:00,,0,0,1,0,0,0,0,1,1,1,0,0,0,4,0,0,0,1,0,1,0,3
2026-07-01 12:27:00,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-07-01 12:14:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2
2026-07-01 11:38:00,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
2026-07-01 16:02:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,2
